day,pressure ,maxtemp,temparature,mintemp,dewpoint,humidity ,cloud ,rainfall,sunshine,         winddirection,windspeed,Weather_Condition
28,1012.7,22.9,22.9,18.4,23.1,80,83,no,0.4,70,40.4,Rainy
29,1011.1,24.1,23.3,15.7,21.6,78,,yes,8.3,80,29.2,Rainy
30,1011.5,25.2,20.8,15.4,17.8,78,47,no,7.7,90,19.6,Rainy
31,1013,25.1,19.5,15.4,16,,35,yes,9.8,70,31.2,Rainy
17,1012.2,25,18.4,,18.8,70,44,no,6.9,20,28.6,Rainy
18,1011.3,22.3,16.6,16.9,20.4,,46,no,3.5,20,34.3,Rainy
19,1011.9,21,17.3,,22,57,44,no,8.6,60,39.3,Rainy
20,1014.6,20.3,18,,22.4,70,49,no,8.6,70,34,Rainy
21,1015,18.1,17.7,19.4,23.4,75,40,no,8.8,60,16,Rainy
22,1012.2,19.3,19.3,19.7,23.6,75,56,yes,6,100,15.7,Rainy
23,1009.3,19,19.9,19.1,23.3,79,85,no,2,70,25,Rainy
24,1008.6,18.9,20,16,21.4,80,69,yes,6.3,70,15.9,Rainy
25,1009.9,,20.4,13.4,20.6,77,93,,0,20,27.9,Rainy
26,1009.1,23,20.4,11.5,21.1,75,88,yes,0.6,50,37.9,Rainy
27,1006.7,20.7,18.4,11.3,,85,91,yes,0.1,,41.3,Stormy
28,1004.9,21,15.2,13.8,21.2,76,91,yes,0.1,10,28.4,Rainy
29,1006.7,21.3,13.2,17,22.3,72,86,no,0.9,10,21.8,Rainy
30,1008.2,20.4,13.9,17.1,23.5,78,90,yes,0,30,28.5,Rainy
31,1006.7,17.2,16.2,18.7,23.8,95,,yes,0,,35.1,Stormy
1,1005.6,,17.6,19.8,23.2,86,80,yes,5.1,20,10.2,Stormy
2,1011,16.5,19.4,21.1,22.9,76,72,no,6.3,60,,Rainy
3,1013,18.2,19.9,,21.6,83,88,no,0.2,70,39.5,Stormy
4,1012.4,18.6,21.1,16.9,21.1,,83,yes,0,70,30.3,Rainy
5,1011.7,21.1,22.3,16.9,21.3,,84,yes,0.4,50,20.3,Rainy
6,1013.2,20.6,18.2,16.3,,69,70,yes,2.2,10,26.8,Rainy
7,1015.2,22.3,17.9,16.4,19.8,49,11,no,9.3,,48,Rainy
8,,24.7,17.7,15.2,16.8,39,25,no,9.1,20,35.6,Rainy
9,1012.7,21.4,17.3,15.5,7.8,48,11,no,9.5,40,25.2,Rainy
10,1019.6,16.8,15.5,14.8,13.9,62,71,no,2.1,30,29,Rainy
11,,17.1,16.1,15.1,15.3,75,88,yes,0,40,19,Rainy
12,1018.9,16.2,,10.3,12.9,82,87,yes,1.6,50,22.5,Stormy
13,1027.1,10.4,8.5,7,3.4,87,88,yes,0.3,60,27.3,Stormy
14,1034.6,7.1,4.9,3.1,2.2,91,79,yes,0,40,15,Stormy
15,1032.6,10.8,7.4,4.3,3.7,91,70,,6,40,9.4,Stormy
16,1027.1,13.5,10.4,8.1,2.5,75,89,,0.7,10,27.6,Rainy
17,1022.7,15.3,13,9.8,11.6,74,87,no,0.6,30,21.6,Rainy
18,1018.2,17.4,16.1,14.8,,84,90,yes,0,30,18.4,Stormy
19,1017.9,17.4,16.6,15.9,15.9,75,85,yes,1,20,25.9,Rainy
20,1020,19.9,17.6,16.2,15.5,75,78,yes,4.6,70,33.4,Rainy
21,1019.9,16.2,15.7,15.3,13.4,78,86,yes,1.2,20,20.9,Rainy
,1022.2,15.6,12.4,10.7,11.2,74,66,no,5.7,20,23.3,Rainy
23,1024.4,11.2,10.4,9.4,6.8,81,56,no,7.7,60,13.6,Stormy
24,1023.6,14.3,12.5,10.3,8.6,95,28,no,0.4,110,12,Stormy
25,1021.8,,15.2,,10.9,90,,yes,8.8,90,11.7,Stormy
26,1021.2,18.6,14.8,12.3,,95,91,,6.8,100,11,Stormy
27,1024.9,17.4,13.6,11.2,0.3,84,90,no,,80,10.7,Stormy
28,1026.1,18.1,13.7,9.9,1.7,79,86,no,11,20,16.4,Rainy
29,1023.9,19.6,14.8,11.6,4.3,78,34,yes,4.7,20,12,Rainy
1,1020.8,21.2,16.7,12.7,7.2,78,81,yes,2.5,70,8.9,Rainy
2,1017.5,17.3,16.6,15.3,,85,97,yes,11.1,80,11,Stormy
,1014.9,22.4,18.8,17.2,16.4,90,93,yes,10.4,70,5.9,Stormy
4,1013.4,21.6,19.2,17.6,18.5,79,79,yes,8.5,80,5.7,Rainy
,1012.5,25.9,23.1,21.3,21.1,77,49,yes,2.9,80,8.6,Rainy
6,1014.8,24.6,21.7,17.4,18.1,79,84,yes,4.2,70,16.5,Rainy
7,1024.3,17.5,13.2,11.4,6.6,97,92,yes,1.6,,18.2,Stormy
8,1025.4,15.1,12.8,10.9,6,95,100,no,0,80,9.8,Stormy
9,1024.1,14.4,12.9,11.6,8.9,90,100,,0.9,80,11.7,Stormy
10,1021.9,,13.7,11.7,11.8,76,95,yes,0.4,80,24.9,Rainy
11,1020.3,16.3,15.3,14.6,13.3,78,96,yes,0.7,80,21.3,Rainy
12,1023.2,20.1,16,12.5,9.6,90,25,yes,10.6,30,29,Stormy
13,1022.2,15.9,,14.7,11,95,85,yes,7.1,,26.2,Stormy
14,,17.6,16.1,14.6,14.7,92,95,no,0.6,80,24.5,Stormy
15,1022.3,,15.5,13.7,14.3,70,,no,0,80,21.4,Rainy
16,1027.5,15.5,13.7,12.3,10,61,91,no,0,80,22.6,Rainy
17,1028.9,16.8,14.8,13.5,10.5,46,80,no,10.5,70,39.9,Rainy
18,1027.4,17.6,15.2,14,11.6,59,93,no,7.4,80,,Rainy
19,1024.7,17.5,15.5,13.8,11.7,92,96,no,9.1,70,39.5,Stormy
20,1023.8,20.9,,13.3,11.5,98,94,no,10.5,80,32.2,Stormy
21,1024.4,24.8,18.5,14.4,10.1,96,88,yes,10.5,90,27.4,Stormy
20,1024.7,19.7,16.5,14.6,11.5,88,45,no,9.7,70,14.5,Stormy
21,,20.6,16.6,14.4,11.4,86,18,no,4.4,20,8.1,Stormy
22,1020.9,23.8,18.7,,14,93,13,yes,7.5,20,,Stormy
23,1018.1,23.2,20.2,18.1,16.9,79,2,yes,6.4,60,11.9,Rainy
24,1016.7,23.1,20.8,19.2,16.9,77,0,yes,7.8,70,14.8,Rainy
25,,25.9,21.8,19.2,18,76,29,no,8.3,60,10.2,Rainy
26,1014.9,21.3,19.7,18.9,18.2,66,77,yes,8.2,100,17.3,Rainy
27,1012.5,21.5,20.1,18.9,18.9,39,,yes,3,70,20.5,Rainy
28,1012.5,22.9,20.8,17.1,19.9,36,86,no,0.8,70,14,Rainy
29,1019.5,17.2,13.4,10,12.2,52,,yes,9.5,20,15.1,Rainy
30,1022.6,14.3,11.9,10,8,54,82,no,9.5,50,16.4,Rainy
31,1017.7,14.5,13.6,12.7,11.4,64,88,,7,,15.5,Rainy
1,1014.5,17,15.8,14.4,15.1,86,89,yes,8.4,10,12.7,Stormy
2,1018,16.5,15.3,14.2,12.4,95,91,,5.3,10,7.9,Stormy
3,1017.1,15.5,14.8,14,11.1,89,95,yes,4.3,30,30.6,Stormy
4,1015,16.3,15.3,14.1,13.6,81,94,yes,7.5,,52.8,Stormy
5,1014.3,17.4,16.5,15.6,16,64,55,yes,2.4,20,50.7,Rainy
6,1012,21.9,19.5,17.2,19,63,82,yes,3,60,37,Rainy
7,1013,24.9,22.4,20.3,21.4,77,88,yes,6.5,70,30.4,Rainy
8,1014.7,23.1,19,17.6,17.4,89,,yes,0.5,70,12.5,Stormy
9,1014.8,18.2,17.1,16.4,,,,yes,3.4,50,13,Rainy
10,1013.4,17.3,16.6,15.9,16,,87,yes,5.9,10,20.4,Rainy
11,1012.8,20.6,18.4,17.1,18,77,88,yes,7.7,,30.2,Rainy
12,1020.2,17.7,15.3,12.7,14.9,,79,yes,1.1,20,38.3,Rainy
13,1023.9,15.7,13.7,11.6,9.2,92,49,yes,2.6,40,28.2,Stormy
14,1023.6,20.2,15.8,12.6,,78,19,yes,0,30,32.4,Rainy
15,1024.1,22.4,17.3,14.6,8.4,76,43,no,0.3,40,23.9,Rainy
16,1024.1,19.9,,15.2,10,79,32,no,5.5,50,14.1,Rainy
17,1021.4,19.4,17.7,15.7,9.6,79,46,yes,0.1,60,9.9,Rainy
18,1018.3,22.2,20,18.4,16.3,72,71,yes,2.3,40,12.4,Rainy
19,1015.3,25.5,21.5,19.1,18.9,61,83,no,7,40,8.9,Rainy
20,1014.5,25.3,21.9,19.9,19.5,73,72,yes,8.2,10,17.3,Rainy
21,1015.6,23.8,21.3,19.8,19.6,72,76,no,5.9,30,17.2,Rainy
,1014.6,26.5,23,21,20.7,75,88,yes,1.1,30,13.2,Rainy
23,1012.5,28.1,23.6,20.7,21.4,82,88,no,0.4,20,9.2,Stormy
24,1013.3,24.4,22.3,,,79,93,no,8.3,70,9.9,Rainy
25,1013.3,26.5,23.1,21.5,21.6,79,93,no,7.7,20,19.7,Rainy
26,1013.2,26.9,23.9,22.4,22.3,90,80,yes,10,220,26.4,Stormy
27,1013.3,27.9,25.3,23.2,22.9,95,88,yes,0.6,230,20.2,Stormy
28,,27.5,25.7,24.4,23.2,92,77,yes,6.5,220,,Stormy
29,1009.2,,,21.3,21.9,70,78,yes,9.1,220,,Rainy
1,1010.1,22.8,21.5,20.1,19.9,61,84,yes,0.1,230,22.9,Rainy
2,1009.1,21.3,20.3,19.9,,46,88,yes,0.2,210,12.9,Rainy
,1005.5,25.1,21.8,20.9,21.6,59,88,yes,0.3,220,14.2,Rainy
4,1008.5,25.2,23.1,21.6,22.8,92,88,yes,0.2,230,18,Stormy
,1011.4,,21.1,20.6,20.6,98,81,yes,8.4,230,20.5,Stormy
6,1010.5,28.1,24.7,20.6,22.7,96,67,yes,,220,,Stormy
7,1010.9,27.5,25.9,24.1,24.2,88,59,no,10.4,230,16.6,Stormy
8,1014.4,26.7,23.1,20.1,20.8,86,67,yes,,270,6.9,Stormy
9,1017.4,21.8,20.5,20.1,18.1,93,70,no,7.7,350,13.6,Stormy
10,1014.6,22.9,21.6,20.2,19.5,79,48,yes,6.1,10,12,Rainy
11,1012.5,28.4,24.6,22,22.3,77,30,yes,,220,11.7,Rainy
12,1010.7,26.1,23.7,21,22,76,48,no,7.8,10,11,Rainy
13,1008.2,27.7,24.9,22.6,22.8,66,22,no,9.1,10,10.7,Rainy
14,1008.7,26.1,24.4,23.2,23.2,39,78,yes,1.1,40,16.4,Rainy
15,1009.8,28.4,26,23.9,24.3,36,75,no,6.7,200,12,Rainy
16,1009.5,28.5,27.2,26,24.5,52,84,yes,4.5,210,8.9,Rainy
17,1008.2,29.1,26.8,25.4,24,54,87,,3.1,230,11,Rainy
18,1010.4,28.2,26,24.7,23,64,88,yes,0,220,5.9,Rainy
19,1013.9,26.3,24.1,22.9,19.6,86,88,yes,0.9,40,5.7,Stormy
20,1012.2,23.4,22.5,20.8,18.7,95,87,yes,0.4,50,8.6,Stormy
21,1011.5,23.4,22.2,20.4,,89,88,yes,0,110,16.5,Stormy
22,1011,29.8,25.6,22.8,23.6,81,87,yes,0.7,60,18.2,Stormy
23,1011.4,30.8,26.5,22.8,23.9,64,60,no,8.7,80,9.8,Rainy
24,1011.4,28.2,25.8,23.2,23.4,63,38,no,11,220,11.7,Rainy
25,1010.5,30.9,28.1,26.2,25.1,77,43,no,9.7,240,24.9,Rainy
26,1009.9,30.5,28.4,27.2,25.3,89,82,yes,0.5,250,21.3,Stormy
27,1010.6,31,28.7,27.1,25.1,,60,no,8.3,60,29,Rainy
28,1011.4,31.2,28.7,27.3,25.2,,44,yes,10.1,70,26.2,Rainy
29,1010.1,30.6,28.7,,25,77,47,no,7.9,60,24.5,Rainy
30,1008.1,28.4,26.6,23.7,24.3,,46,yes,8.4,100,21.4,Rainy
31,1008.6,28.8,25.5,23.4,20.6,92,66,yes,6.7,90,22.6,Stormy
,1009.8,27.6,25.1,23.7,21.4,78,49,no,9.2,50,39.9,Rainy
2,1012.4,27.8,25.5,24.4,22.2,76,46,no,9.3,60,,Rainy
3,1014.2,27.7,25.4,24,,79,60,no,9,70,39.5,Rainy
4,1012.1,,26.6,24.4,23.7,79,86,yes,2.1,70,32.2,Rainy
5,1011.2,27.1,,22.5,19.4,72,72,yes,7.1,70,27.4,Rainy
6,1012.3,24.6,23.7,23.2,20.1,61,47,yes,8.6,70,14.5,Rainy
7,1012,26.3,24.5,23.4,19.9,73,67,no,3.8,180,8.1,Rainy
8,1009.9,28.1,25.5,24,22.5,72,74,yes,7.7,200,,Rainy
9,1006.9,26.2,25.2,24.3,24.2,75,88,yes,0.4,190,11.9,Rainy
10,1005.9,28.3,26.5,24.7,24.3,82,67,yes,8.8,110,14.8,Stormy
11,,30.8,27.2,25.3,22.7,79,40,yes,6.8,110,10.2,Rainy
,1008.4,28.9,26.8,24.8,23.2,79,,no,,230,17.3,Rainy
13,1007.9,30.7,27.5,25.4,24.1,91,38,no,11,230,20.5,Stormy
14,1007.8,30.9,28,26.2,24.7,93,71,yes,4.7,90,14,Stormy
15,1007.6,29.5,27.6,26.7,24.8,95,,,2.5,90,15.1,Stormy
16,1006.4,29.1,27.5,26,25.5,93,30,no,11.1,10,16.4,Stormy
,1007.6,30.3,27.7,24.5,25.6,77,53,no,10.4,230,15.5,Rainy
18,1007.9,31,29.1,27.2,26.1,87,78,yes,8.5,140,12.7,Stormy
19,1008.8,32.1,29.8,28,26,96,84,yes,2.9,30,7.9,Stormy
20,,31.8,29.9,28.7,,83,82,yes,4.2,10,30.6,Stormy
21,1007.8,32.8,30.1,28.6,26.2,79,88,yes,1.6,60,52.8,Rainy
,1006,33,30.3,28.7,26.3,90,95,yes,0,120,50.7,Stormy
23,1006.5,32.4,30.3,29,26.5,97,88,yes,0.9,100,37,Stormy
24,1007.9,33.8,28.7,24.7,25.4,97,86,yes,0.4,100,30.4,Stormy
25,1008.8,30.4,,25,24.3,94,85,yes,0.7,140,12.5,Stormy
26,1008.8,29.1,26.2,24.8,24.7,91,54,no,10.6,300,13,Stormy
27,1008.1,30.7,28.1,26.3,25.4,95,45,,7.1,20,20.4,Stormy
28,1006.3,,,24.1,25.1,96,85,yes,0.6,20,30.2,Stormy
29,1005.7,31.7,28.2,26.6,25.7,97,88,yes,0,20,38.3,Stormy
30,1005.7,31.1,27.9,26.6,25.8,98,88,yes,0,50,28.2,Stormy
1,1005.9,27.8,26.6,25.4,25.4,75,68,yes,10.5,70,32.4,Rainy
2,1005.7,29.2,27.1,25.4,25.8,68,51,no,7.4,70,23.9,Rainy
3,1005,31.5,29.7,28.5,26.7,58,19,no,9.1,90,14.1,Rainy
4,1004.2,31.7,30.2,29.2,26.6,65,20,no,10.5,30,9.9,Rainy
5,1005.3,32,30.3,29.3,26.3,,17,no,10.5,70,12.4,Rainy
6,1006.7,31.4,29.4,28.2,25.9,79,43,no,9.7,60,8.9,Rainy
7,1008.2,32.1,29.4,26.7,25.9,86,79,no,4.4,20,17.3,Stormy
8,1010.5,30.8,29.3,27.7,26,86,78,no,7.5,10,17.2,Stormy
9,1010.3,34.2,30.1,27.8,26.1,90,64,yes,6.4,10,13.2,Stormy
,1008.5,34.4,,28.6,26.3,87,48,no,7.8,120,9.2,Stormy
11,1009.3,33.7,30.6,28.7,25.6,88,50,no,8.3,80,9.9,Stormy
12,1009.5,33.7,30.5,28.5,25.3,91,61,yes,8.2,80,19.7,Stormy
13,1008.4,34.1,30.4,28.4,24.7,91,77,yes,3,80,37.5,Stormy
14,1008.1,35.2,31,28.8,25,91,81,yes,0.8,80,28.9,Stormy
15,1008.9,35.5,31.4,28.9,26.1,87,48,no,9.5,60,10.3,Stormy
16,1009.1,35.1,31.3,29.4,26.3,86,46,yes,9.5,110,15.8,Stormy
17,1007.5,35.1,31.1,28.6,26.7,92,61,yes,7,90,24.2,Stormy
,1007.5,32.3,29.1,26.3,26.3,91,53,no,8.4,100,16.5,Stormy
19,1010,33.3,29,27.5,26.7,94,66,yes,5.3,80,40.8,Stormy
20,1010.3,33.1,30,27.8,26,98,61,no,4.3,20,29.6,Stormy
21,1008.9,33,30.1,27.7,26,98,72,,7.5,20,22.5,Stormy
22,1009.1,32,29.4,26.9,26,97,82,yes,2.4,70,32.9,Stormy
23,1008.7,31.5,29.4,27.3,25.8,,83,,3,80,29.8,Rainy
24,1006.6,33,30.1,28,25.9,90,82,yes,6.5,70,28.3,Stormy
25,1007.5,32.6,29,25.8,,87,81,yes,0.5,80,30.2,Stormy
26,1008.4,,,24.7,26,86,87,yes,3.4,80,24.8,Stormy
27,1005.9,34,30.2,27.9,25.6,88,70,yes,5.9,70,18,Stormy
28,1001,,31,28.1,25.9,87,58,yes,7.7,,12.8,Stormy
,999,35.6,31.5,26.4,26.4,90,88,yes,1.1,80,46.3,Stormy
30,1000.3,,28.6,26.2,25,88,85,yes,2.6,80,,Stormy
31,1002.2,31.1,28.9,26.1,26.1,93,88,yes,0,80,41.4,Stormy
1,1003.8,29,28.1,27,25.1,90,86,yes,0.3,80,29.7,Stormy
2,1005,31.7,28.6,25.6,26.1,86,74,yes,5.5,30,13.8,Stormy
3,1006.8,30.3,28.9,26.4,26.2,85,84,yes,0.1,,35.8,Stormy
4,1007,33,30.2,28.6,26.4,84,74,yes,2.3,80,25.5,Stormy
5,1008.1,33.2,,29,26.4,76,51,no,7,80,17.2,Rainy
6,1008.5,33.2,30.6,29,26.2,80,20,no,8.2,80,7.9,Rainy
7,1007.5,32.4,30.4,28.7,25.3,92,58,yes,5.9,70,22.1,Stormy
8,1007.9,,29.9,26.7,25.8,89,73,yes,1.1,80,30.6,Stormy
9,1009.8,31.9,29.2,25.6,25.6,86,83,no,0.4,70,40.4,Stormy
,1010.9,33.3,30,27.5,25.3,87,,yes,8.3,80,29.2,Stormy
11,1010.3,32.9,30,28.1,25.2,84,47,no,7.7,90,19.6,Stormy
12,1008.9,32.8,30,28,25.4,83,35,yes,9.8,70,31.2,Stormy
13,1008.4,34,30.4,,24.6,81,44,no,6.9,20,28.6,Stormy
14,1008.6,35,30.8,28.3,25.5,,46,no,3.5,20,34.3,Rainy
15,1008.3,32,29.4,27,26.4,81,44,no,8.6,60,39.3,Stormy
16,1009.3,33.4,30.2,28,25.3,87,49,no,8.6,70,34,Stormy
17,1009.7,32.9,30.1,28.1,24.8,75,40,no,8.8,60,16,Rainy
18,1008.5,33.7,30.3,27.6,24.9,80,56,yes,6,100,15.7,Rainy
19,1006.6,33.5,29.9,28.7,24.7,82,85,no,2,70,25,Stormy
,1005.1,,30.1,27,24.9,89,69,yes,6.3,70,15.9,Stormy
21,1011.2,32.2,28.9,26.9,24.6,85,93,,0,20,27.9,Stormy
22,1011.6,32.3,,26.8,24.5,73,88,yes,0.6,50,37.9,Rainy
23,1010.6,33.3,29.5,,24.5,80,91,yes,0.1,,41.3,Rainy
24,,33.3,29.4,26.8,24.1,76,91,yes,0.1,10,28.4,Rainy
25,1006.1,33.3,29.6,27.6,,84,86,no,0.9,10,21.8,Stormy
26,1005.3,33.1,30.1,27.8,24.2,94,90,yes,0,30,28.5,Stormy
,1003.4,33.3,30.7,28.2,24.9,88,,yes,0,,35.1,Stormy
28,998.5,36.3,32.4,30,24,77,80,yes,5.1,20,10.2,Rainy
29,998.5,34.7,31,26.9,24.8,81,72,no,6.3,60,,Stormy
30,1004.5,30.6,28.1,25.1,25.2,82,88,no,0.2,70,39.5,Stormy
1,1007.3,32.8,29.2,26.3,25.4,82,83,yes,0,70,30.3,Stormy
2,,33.7,30,27.8,25.8,85,84,yes,0.4,50,20.3,Stormy
3,1007.9,29.6,28,26.4,25.6,89,70,yes,2.2,10,26.8,Stormy
4,1007.4,28.8,,25.6,25.1,89,11,no,9.3,,48,Stormy
,1008.5,28.6,27,24.9,25,84,25,no,9.1,20,35.6,Stormy
,1008.5,31.2,29.2,26.9,26.5,80,11,no,9.5,40,25.2,Rainy
19,1007.9,,29.9,26.7,25.8,79,71,no,2.1,30,29,Rainy
20,1009.8,31.9,29.2,25.6,25.6,80,88,yes,0,40,19,Rainy
21,1010.9,33.3,30,27.5,25.3,79,87,yes,1.6,50,22.5,Rainy
22,1010.3,32.9,30,28.1,25.2,80,88,yes,0.3,60,27.3,Rainy
23,1008.9,32.8,30,28,25.4,83,79,yes,0,40,15,Stormy
24,1008.4,34,30.4,,24.6,86,70,,6,40,9.4,Stormy
25,1008.6,35,30.8,28.3,25.5,91,89,,0.7,10,27.6,Stormy
26,1008.3,32,29.4,27,26.4,86,87,no,0.6,30,21.6,Stormy
27,1009.3,33.4,30.2,28,25.3,,90,yes,0,30,18.4,Rainy
28,1009.7,32.9,30.1,28.1,24.8,86,85,yes,1,20,25.9,Stormy
29,1008.5,33.7,30.3,27.6,24.9,89,78,yes,4.6,70,33.4,Stormy
30,1006.6,33.5,29.9,28.7,24.7,93,86,yes,1.2,20,20.9,Stormy
31,1005.1,,30.1,27,24.9,93,66,no,5.7,20,23.3,Stormy
1,1011.2,32.2,28.9,26.9,24.6,84,56,no,7.7,60,13.6,Stormy
2,1011.6,32.3,,26.8,24.5,81,28,no,0.4,110,12,Stormy
3,1010.6,33.3,29.5,,24.5,79,,yes,8.8,90,11.7,Rainy
4,,33.3,29.4,26.8,24.1,82,91,,6.8,100,11,Stormy
5,1006.1,33.3,29.6,27.6,,82,90,no,,80,10.7,Stormy
6,1005.3,33.1,30.1,27.8,24.2,,86,no,11,20,16.4,Rainy
,1003.4,33.3,30.7,28.2,24.9,80,34,yes,4.7,20,12,Rainy
8,998.5,36.3,32.4,30,24,78,81,yes,2.5,70,8.9,Rainy
9,998.5,34.7,31,26.9,24.8,75,97,yes,11.1,80,11,Rainy
10,1004.5,30.6,28.1,25.1,25.2,75,93,yes,10.4,70,5.9,Rainy
11,1007.3,32.8,29.2,26.3,25.4,72,79,yes,8.5,80,5.7,Rainy
12,,33.7,30,27.8,25.8,72,49,yes,2.9,80,8.6,Rainy
13,1007.9,29.6,28,26.4,25.6,74,84,yes,4.2,70,16.5,Rainy
14,1007.4,28.8,,25.6,25.1,75,92,yes,1.6,,18.2,Rainy
15,1008.5,28.6,27,24.9,25,78,100,no,0,80,9.8,Rainy
16,1008.5,31.2,29.2,26.9,26.5,85,100,,0.9,80,11.7,Stormy
17,1008.2,32.4,29.9,28.3,26.6,87,95,yes,0.4,80,24.9,Stormy
,1008,33.8,30.2,28.4,25.8,80,96,yes,0.7,80,21.3,Rainy
19,1007.7,32.8,30.1,28.1,25.7,79,25,yes,10.6,30,29,Rainy
20,1006.3,,29.1,26.8,26.1,82,85,yes,7.1,,26.2,Stormy
21,1002.2,33.4,30,26.9,25.5,82,95,no,0.6,80,24.5,Stormy
22,1000.1,32,30.2,28.4,24.4,78,,no,0,80,21.4,Rainy
23,1000,32.9,30.6,28,24.2,87,91,no,0,80,22.6,Stormy
24,1002.4,,30.7,28.3,24.3,93,80,no,10.5,70,39.9,Stormy
25,1005.5,34.4,30.6,27.9,23.2,77,93,no,7.4,80,,Rainy
26,1008.1,31.7,28.9,27.8,25.3,75,96,no,9.1,70,39.5,Rainy
27,1008.1,32.4,29,27,25,75,94,no,10.5,80,32.2,Rainy
,1006.5,31.2,28.3,26.9,24.4,81,88,yes,10.5,90,27.4,Stormy
29,1006.2,29.6,27.8,26.5,24.8,85,45,no,9.7,70,14.5,Stormy
30,,27.9,26.6,25.8,25.2,84,18,no,4.4,20,8.1,Stormy
,1007.4,29,27.4,25.8,25,87,13,yes,7.5,20,,Stormy
1,1007.8,28.9,27.4,25.7,25.4,86,2,yes,6.4,60,11.9,Stormy
2,1010.9,27.7,25.8,24.5,24.8,81,0,yes,7.8,70,14.8,Stormy
3,1013,29,27.6,25.8,25.8,79,29,no,8.3,60,10.2,Rainy
4,1013.1,32.9,29.1,27,25.7,78,77,yes,8.2,100,17.3,Rainy
5,1011.1,31.9,29.3,27.2,24.8,74,,yes,3,70,20.5,Rainy
6,1008.1,32.3,29.6,27.8,25.6,79,86,no,0.8,70,14,Rainy
7,1007.2,29.6,28.3,26.7,25.9,82,,yes,9.5,20,15.1,Stormy
8,1009.4,30.7,27.9,26.4,,76,82,no,9.5,50,16.4,Rainy
9,1012,,28.2,26.5,23,76,88,,7,,15.5,Rainy
10,1012.7,31.3,28.1,26.5,23.2,77,89,yes,8.4,10,12.7,Rainy
11,1011.1,31,28.1,,23.7,72,91,,5.3,10,7.9,Rainy
12,1011.5,30.5,27.9,26.2,23.2,74,95,yes,4.3,30,30.6,Rainy
,1013,31.2,28,25.8,21.4,84,94,yes,7.5,,52.8,Stormy
14,1012.2,31.4,28,25.9,22.1,76,55,yes,2.4,20,50.7,Rainy
15,1011.3,31.9,28.6,26.5,23.1,74,82,yes,3,60,37,Rainy
16,1011.9,,28.1,26.9,24.5,74,88,yes,6.5,70,30.4,Rainy
17,1014.6,30.6,28.2,27.1,,74,,yes,0.5,70,12.5,Rainy
18,1015,31.8,28.5,26.8,24,74,,yes,3.4,50,13,Rainy
19,1012.2,30.6,28.3,26.8,24.3,78,87,yes,5.9,10,20.4,Rainy
20,1009.3,31.1,28.7,27.1,24.5,78,88,yes,7.7,,30.2,Rainy
21,1008.6,28.7,,25.5,23.8,75,79,yes,1.1,20,38.3,Rainy
22,1009.9,31,28.1,26.3,25.5,74,49,yes,2.6,40,28.2,Rainy
23,1009.1,32,28.9,27.3,25.3,74,19,yes,0,30,32.4,Rainy
24,1006.7,32,29.3,27.4,24.7,72,43,no,0.3,40,23.9,Rainy
25,1004.9,32.2,29.7,28.1,25.3,72,32,no,5.5,50,14.1,Rainy
26,1006.7,32.2,,26.9,26.3,62,46,yes,0.1,60,9.9,Rainy
27,1008.2,30.2,,26.5,25,,71,yes,2.3,40,12.4,Rainy
28,1006.7,32.8,29,25.8,20.6,85,83,no,7,40,8.9,Stormy
29,1005.6,31.3,29.7,27.4,20,81,72,yes,8.2,10,17.3,Stormy
30,1011,,29.8,28.2,24.8,79,76,no,5.9,30,17.2,Rainy
1,1013,31.7,28.8,26.4,25.3,87,88,yes,1.1,30,13.2,Stormy
2,1012.4,31.6,27.9,26.5,23.1,90,88,no,0.4,20,9.2,Stormy
3,1011.7,29.7,,24.2,23.7,89,93,no,8.3,70,9.9,Stormy
4,1013.2,27.8,26.7,24.9,25.2,86,93,no,7.7,20,19.7,Stormy
5,1015.2,27.8,26.7,25.4,25.4,95,,yes,0,80,17.2,Stormy
6,,26.8,26,25.3,25.4,86,80,yes,5.1,80,7.9,Stormy
7,1012.7,27.6,26.4,25,25,76,72,no,6.3,70,22.1,Rainy
8,1010.5,30,27.8,26.1,23.1,83,88,no,0.2,80,30.6,Stormy
9,1011.3,,26.8,24.8,20.9,,83,yes,0,70,40.4,Rainy
,1013.7,26.6,24.3,21.1,19.9,,84,yes,0.4,80,29.2,Rainy
11,1018,22.1,20.5,18.5,16.6,69,70,yes,2.2,90,19.6,Rainy
12,1019,24.9,23.1,21,,49,11,no,9.3,70,31.2,Rainy
13,1018.7,27.8,25.1,23.3,19.1,39,25,no,9.1,20,28.6,Rainy
14,1017.4,28.2,25,23.1,20.1,48,11,no,9.5,20,34.3,Rainy
15,1015.2,,25.2,23.1,20.7,62,71,no,2.1,60,39.3,Rainy
16,1013.8,29.4,25.8,23.3,20.4,75,88,yes,0,70,34,Rainy
17,1013.4,30.8,26.2,23.6,19.5,82,87,yes,1.6,60,16,Stormy
18,1012.5,29.1,25.5,23.5,19.3,87,88,yes,0.3,100,15.7,Stormy
,1010.2,28.2,25.3,23.1,16.7,91,79,yes,0,70,25,Stormy
20,1008.3,29.1,26.2,23.8,,91,70,,6,70,15.9,Stormy
21,1010.2,29.2,26.4,24.3,,75,89,,0.7,20,27.9,Rainy
22,1012,30.6,,25.3,20.9,74,87,no,0.6,50,37.9,Rainy
